modele,kilometrage,puissance,parking,GPS,Climatisation,Boite_auto,Systeme_GetAround,Regulateur,Pneus_hiver,rental_price_per_day,catégorie,type_km,couleur,essence,type
Renault,83268,85,False,True,False,False,True,False,True,111,Généraliste,km standard,Marron,diesel,Break
Citroën,139999,120,False,True,False,False,True,True,True,122,Généraliste,km élevé,Bleu,diesel,Break
Peugeot,139649,105,False,True,False,False,False,False,True,99,Généraliste,km élevé,Blanc,diesel,Break
Citroën,173160,122,True,True,False,False,True,False,True,114,Généraliste,km élevé,Gris,diesel,Break
Peugeot,80340,100,False,True,False,False,False,False,True,115,Généraliste,km standard,Gris,diesel,Break
Audi,234787,230,True,True,False,True,True,True,True,139,Premium,km élevé,Noir,diesel,Break
Peugeot,181297,105,False,True,False,False,True,True,True,115,Généraliste,km élevé,Marron,diesel,Break
Audi,223829,190,True,True,True,True,True,False,True,144,Premium,km élevé,Noir,diesel,Break
Renault,163675,135,True,True,True,False,True,False,True,122,Généraliste,km élevé,Marron,diesel,Break
Citroën,110136,120,True,True,False,False,True,True,True,133,Généraliste,km standard,Blanc,diesel,Break
Audi,230212,150,True,True,False,False,True,True,True,119,Premium,km élevé,Bleu,diesel,Break
Peugeot,125974,105,False,True,False,False,False,False,True,117,Généraliste,km élevé,Gris,diesel,Break
Renault,93866,140,False,False,False,False,False,False,False,142,Généraliste,km standard,Noir,diesel,Break
Audi,151555,230,True,True,True,False,True,False,True,149,Premium,km élevé,Bleu,diesel,Break
Renault,132522,140,True,True,False,False,False,True,True,144,Généraliste,km élevé,Noir,diesel,Break
Citroën,150534,135,False,False,False,False,False,True,True,106,Généraliste,km élevé,Marron,diesel,Break
Renault,194410,85,False,True,False,False,True,False,True,92,Généraliste,km élevé,Noir,diesel,Break
Peugeot,161581,105,True,True,True,False,True,False,True,114,Généraliste,km élevé,Bleu,diesel,Break
Citroën,194748,120,False,True,False,False,True,False,True,110,Généraliste,km élevé,Noir,diesel,Break
Renault,165274,135,False,True,False,False,True,False,True,128,Généraliste,km élevé,Argent,diesel,Break
Renault,188155,135,False,True,False,False,True,False,True,122,Généraliste,km élevé,Noir,diesel,Break
Renault,130335,135,True,True,False,False,False,False,True,121,Généraliste,km élevé,Gris,diesel,Break
Audi,148738,230,True,True,True,False,False,False,True,170,Premium,km élevé,Gris,diesel,Break
Renault,127511,140,True,True,False,False,True,False,True,141,Généraliste,km élevé,Noir,diesel,Break
Audi,187176,190,False,True,False,True,True,False,True,141,Premium,km élevé,Noir,diesel,Break
Citroën,111523,120,False,False,False,False,False,False,False,125,Généraliste,km standard,Noir,diesel,Break
Audi,218341,120,True,True,True,False,False,False,True,73,Premium,km élevé,Gris,diesel,Break
Audi,172496,190,True,True,True,False,True,False,True,141,Premium,km élevé,Noir,diesel,Break
Citroën,149390,135,False,True,True,False,False,False,True,107,Généraliste,km élevé,Blanc,diesel,Break
Citroën,171848,120,False,True,False,False,True,False,False,113,Généraliste,km élevé,Noir,diesel,Break
Citroën,180574,135,False,True,False,True,True,False,True,121,Généraliste,km élevé,Blanc,diesel,Break
Peugeot,243386,105,False,True,False,False,False,False,True,88,Généraliste,km élevé,Blanc,diesel,Break
Audi,123622,190,True,True,True,True,True,False,True,160,Premium,km élevé,Noir,diesel,Break
Citroën,94654,135,False,True,False,True,True,True,True,133,Généraliste,km standard,Noir,diesel,Break
Audi,164621,190,True,True,True,True,True,True,True,160,Premium,km élevé,Blanc,diesel,Break
Audi,86420,160,False,True,False,True,True,True,True,163,Premium,km standard,Marron,diesel,Break
Citroën,200121,135,False,True,False,False,False,False,True,107,Généraliste,km élevé,Noir,diesel,Break
Audi,92856,190,True,True,False,True,True,False,True,160,Premium,km standard,Bleu,diesel,Break
Citroën,75373,135,False,False,False,False,False,False,False,141,Généraliste,km standard,Bleu,diesel,Break
Citroën,152137,135,False,True,False,False,False,False,True,108,Généraliste,km élevé,Noir,diesel,Break
Peugeot,165851,105,True,True,False,False,False,False,True,104,Généraliste,km élevé,Gris,diesel,Break
Citroën,171266,120,True,True,False,False,True,True,True,127,Généraliste,km élevé,Blanc,diesel,Break
Renault,161666,135,False,True,True,False,True,False,True,123,Généraliste,km élevé,Noir,diesel,Break
Citroën,229128,135,True,True,False,False,True,True,True,114,Généraliste,km élevé,Blanc,diesel,Break
Audi,130500,160,False,True,False,False,False,False,True,28,Premium,km élevé,Argent,diesel,Break
Renault,168180,135,True,True,False,False,True,True,True,126,Généraliste,km élevé,Noir,diesel,Break
Citroën,106596,135,False,True,False,False,False,False,True,112,Généraliste,km standard,Noir,diesel,Break
Peugeot,164889,105,False,True,False,False,False,False,True,28,Généraliste,km élevé,Gris,diesel,Break
Citroën,165599,135,True,True,False,False,True,False,True,128,Généraliste,km élevé,Noir,diesel,Break
Audi,159773,190,False,True,False,True,True,False,True,117,Premium,km élevé,Gris,diesel,Break
Renault,212710,110,True,True,False,False,False,False,True,71,Généraliste,km élevé,Noir,diesel,Break
Citroën,151246,135,False,True,False,False,True,True,True,115,Généraliste,km élevé,Argent,diesel,Break
Renault,84734,85,False,True,False,False,False,False,True,112,Généraliste,km standard,Gris,diesel,Break
Audi,121436,230,False,True,True,True,True,True,True,177,Premium,km élevé,Noir,diesel,Break
Citroën,47771,135,False,True,False,False,False,False,True,114,Généraliste,km faible,Argent,diesel,Break
Renault,164998,85,True,True,False,False,False,False,True,105,Généraliste,km élevé,Noir,diesel,Break
Peugeot,129901,105,False,True,False,False,False,False,True,28,Généraliste,km élevé,Bleu,diesel,Break
Renault,109391,140,True,True,False,True,True,True,True,160,Généraliste,km standard,Gris,diesel,Break
Peugeot,185141,105,False,True,False,False,False,False,True,106,Généraliste,km élevé,Gris,diesel,Break
Audi,140904,190,False,True,True,False,True,True,True,144,Premium,km élevé,Blanc,diesel,Break
Peugeot,109195,105,False,True,False,False,True,False,True,114,Généraliste,km standard,Blanc,diesel,Break
Peugeot,129181,100,True,True,False,False,False,False,True,103,Généraliste,km élevé,Gris,diesel,Break
Citroën,99600,120,False,True,False,False,False,False,True,120,Généraliste,km standard,Bleu,diesel,Break
Citroën,75254,120,True,True,False,False,True,False,True,122,Généraliste,km standard,Bleu,diesel,Break
Peugeot,124822,100,False,True,False,False,False,False,True,102,Généraliste,km élevé,Noir,diesel,Break
Peugeot,198759,105,False,True,False,False,False,False,True,97,Généraliste,km élevé,Bleu,diesel,Break
Citroën,125928,135,False,True,True,False,False,False,True,117,Généraliste,km élevé,Argent,diesel,Break
Peugeot,95636,105,True,True,False,False,True,False,True,120,Généraliste,km standard,Blanc,diesel,Break
Citroën,121742,135,False,True,True,False,True,True,True,124,Généraliste,km élevé,Bleu,diesel,Break
Peugeot,217330,90,True,True,False,False,False,False,True,71,Généraliste,km élevé,Noir,diesel,Break
Citroën,109620,120,False,True,False,False,True,True,True,124,Généraliste,km standard,Gris,diesel,Break
Peugeot,190639,105,False,True,False,False,True,True,True,96,Généraliste,km élevé,Marron,diesel,Break
Citroën,136093,135,True,True,True,False,False,False,True,116,Généraliste,km élevé,Blanc,diesel,Break
Renault,146879,85,False,True,False,False,False,False,True,99,Généraliste,km élevé,Marron,diesel,Break
Citroën,191556,122,False,True,False,False,True,True,True,112,Généraliste,km élevé,Bleu,diesel,Break
Renault,147891,135,False,True,False,True,True,False,True,131,Généraliste,km élevé,Noir,diesel,Break
Peugeot,198084,105,False,True,False,False,False,False,True,98,Généraliste,km élevé,Bleu,diesel,Break
Renault,80403,140,False,False,False,False,False,False,False,141,Généraliste,km standard,Noir,diesel,Break
Citroën,106442,135,False,True,False,True,False,False,True,132,Généraliste,km standard,Noir,diesel,Break
Renault,123353,135,False,True,False,False,True,False,True,132,Généraliste,km élevé,Argent,diesel,Break
Renault,161432,135,False,True,True,False,True,False,True,122,Généraliste,km élevé,Noir,diesel,Break
Renault,85319,140,False,True,False,False,True,False,True,139,Généraliste,km standard,Gris,diesel,Break
Citroën,162550,122,True,True,False,False,True,False,True,110,Généraliste,km élevé,Noir,diesel,Break
Citroën,188982,120,False,True,True,False,False,False,True,62,Généraliste,km élevé,Noir,diesel,Break
Peugeot,94987,105,False,False,False,False,False,False,False,93,Généraliste,km standard,Blanc,diesel,Break
PGO,231261,180,False,True,False,False,True,True,True,97,Niche,km élevé,Noir,diesel,Break
Renault,79964,85,False,False,False,False,False,False,True,114,Généraliste,km standard,Blanc,diesel,Break
Peugeot,110913,100,True,True,False,False,False,False,True,124,Généraliste,km standard,Gris,diesel,Break
Citroën,181751,122,True,True,False,False,True,False,True,112,Généraliste,km élevé,Noir,diesel,Break
Citroën,102377,135,False,True,False,False,False,False,True,121,Généraliste,km standard,Bleu,diesel,Break
Citroën,176702,135,False,True,False,False,True,False,True,120,Généraliste,km élevé,Blanc,diesel,Break
Peugeot,216144,100,False,True,False,False,True,False,True,109,Généraliste,km élevé,Gris,diesel,Break
Peugeot,169410,105,False,True,True,False,True,False,True,114,Généraliste,km élevé,Blanc,diesel,Break
Audi,201782,141,True,True,True,False,True,True,True,79,Premium,km élevé,Bleu,essence,Break
Peugeot,116892,105,False,False,False,False,False,False,False,100,Généraliste,km standard,Bleu,diesel,Break
Citroën,124389,135,True,True,False,False,True,False,True,130,Généraliste,km élevé,Noir,diesel,Break
Renault,161739,85,False,True,False,False,False,False,True,105,Généraliste,km élevé,Gris,diesel,Break
Renault,176557,85,False,False,False,False,False,False,True,28,Généraliste,km élevé,Noir,diesel,Break
Audi,193500,100,True,True,False,False,True,False,True,114,Premium,km élevé,Noir,diesel,Break
Peugeot,144913,105,True,True,False,False,False,False,True,101,Généraliste,km élevé,Bleu,diesel,Break
Citroën,135491,120,True,True,False,False,False,True,True,112,Généraliste,km élevé,Noir,diesel,Break
Peugeot,109600,100,False,True,False,False,True,True,True,122,Généraliste,km standard,Blanc,diesel,Break
Peugeot,63604,100,False,False,False,False,False,True,True,98,Généraliste,km standard,Marron,diesel,Break
Renault,119035,135,False,True,True,False,True,False,True,138,Généraliste,km standard,Gris,diesel,Break
Renault,109012,135,True,True,False,False,True,False,True,120,Généraliste,km standard,Noir,diesel,Break
Citroën,110323,120,False,True,False,False,True,True,True,122,Généraliste,km standard,Gris,diesel,Break
Peugeot,158577,105,False,True,False,False,False,False,True,107,Généraliste,km élevé,Noir,diesel,Break
Peugeot,160015,105,False,True,False,False,True,True,True,113,Généraliste,km élevé,Noir,diesel,Break
Citroën,106206,120,False,True,False,False,False,False,True,106,Généraliste,km standard,Bleu,diesel,Break
Citroën,160911,135,False,True,False,False,True,True,True,117,Généraliste,km élevé,Blanc,diesel,Break
Audi,165731,155,True,True,False,True,True,False,True,125,Premium,km élevé,Gris,diesel,Break
Peugeot,115924,100,True,True,False,False,True,False,True,125,Généraliste,km standard,Blanc,diesel,Break
Peugeot,168331,100,True,True,False,False,True,False,True,89,Généraliste,km élevé,Argent,diesel,Break
Audi,95534,160,True,True,False,True,False,True,True,159,Premium,km standard,Noir,diesel,Break
Audi,154178,160,False,True,False,True,True,False,True,124,Premium,km élevé,Gris,diesel,Break
Peugeot,120859,105,False,True,False,False,False,True,True,108,Généraliste,km élevé,Rouge,diesel,Break
Citroën,121019,120,True,True,False,False,True,True,True,114,Généraliste,km élevé,Marron,diesel,Break
Audi,223390,190,True,True,False,True,True,True,True,125,Premium,km élevé,Noir,diesel,Break
Audi,204150,150,True,True,True,False,True,False,True,125,Premium,km élevé,Gris,diesel,Break
Renault,200444,140,True,True,True,False,True,True,True,127,Généraliste,km élevé,Noir,diesel,Break
Renault,165271,135,True,True,False,False,True,False,False,109,Généraliste,km élevé,Noir,essence,Break
Audi,119760,190,True,True,True,True,True,False,True,161,Premium,km standard,Noir,diesel,Break
Citroën,121960,135,False,True,False,False,False,False,True,123,Généraliste,km élevé,Argent,diesel,Break
Peugeot,85238,105,True,True,False,False,True,False,True,115,Généraliste,km standard,Gris,diesel,Break
Renault,255773,120,True,True,False,False,True,False,True,99,Généraliste,km élevé,Gris,diesel,Break
Citroën,92526,135,False,True,False,False,False,True,True,124,Généraliste,km standard,Marron,diesel,Break
Renault,160619,85,False,True,False,False,True,False,True,108,Généraliste,km élevé,Noir,diesel,Break
Audi,165593,190,True,True,True,False,True,False,True,145,Premium,km élevé,Gris,diesel,Break
Citroën,160800,135,False,True,True,False,True,False,True,100,Généraliste,km élevé,Argent,essence,Break
Peugeot,152360,100,False,False,False,False,False,False,True,105,Généraliste,km élevé,Gris,diesel,Break
Audi,189348,230,True,True,True,True,False,True,True,153,Premium,km élevé,Blanc,diesel,Break
Renault,119576,85,True,True,False,False,False,False,True,114,Généraliste,km standard,Noir,diesel,Break
Audi,131164,190,True,True,True,True,True,True,True,166,Premium,km élevé,Gris,diesel,Break
Audi,95639,190,True,True,True,True,True,False,True,155,Premium,km standard,Noir,diesel,Break
Citroën,260831,130,False,False,False,False,True,False,True,67,Généraliste,km élevé,Bleu,diesel,Break
Renault,164633,85,True,True,False,False,True,True,True,117,Généraliste,km élevé,Noir,diesel,Break
Renault,130433,135,True,True,False,False,True,False,True,138,Généraliste,km élevé,Noir,diesel,Break
Citroën,145903,135,False,True,False,True,False,True,True,117,Généraliste,km élevé,Blanc,diesel,Break
Citroën,151490,135,False,True,False,False,False,False,True,108,Généraliste,km élevé,Noir,diesel,Break
Renault,145918,120,True,True,False,False,True,False,True,100,Généraliste,km élevé,Gris,diesel,Break
Citroën,134304,120,True,True,True,False,True,False,True,126,Généraliste,km élevé,Noir,diesel,Break
Renault,271181,100,True,False,False,False,False,False,True,28,Généraliste,km élevé,Bleu,diesel,Break
